gs,growthForm,vesselSize,vesselNumber,Tree,Shrub,Liana,GF3,GF2
Mansoa verrucifera,C,0.003631681,81,0,0,1,Liana,Liana
Mansonia altissima,NA,0.007088218,30,NA,NA,NA,NA,NA
Mansonia gagei,NA,0.001134115,63,NA,NA,NA,NA,NA
Maquira calophylla,T,0.012271846,13,1,0,0,Tree,Arbor
Maquira sclerophylla,T,0.020106193,5,NA,NA,NA,NA,NA
Marcgravia brachysepala,NA,0.024328494,13,NA,NA,NA,NA,NA
Marcgravia brownei,NA,0.022998422,11,0,0,1,Liana,Liana
Marcgravia coriacea,NA,0.060698712,4,0,0,1,Liana,Liana
Marcgravia evenia,NA,0.013950635,25,NA,NA,NA,NA,NA
Marcgravia oligandra,NA,0.002123717,27,NA,NA,NA,NA,NA
Marcgravia pedunculosa,NA,0.016423723,9.7,NA,NA,NA,NA,NA
Marcgravia purpurea,NA,0.0254469,9,0,0,1,Liana,Liana
Marcgravia rectiflora,C,0.003421194,40,NA,NA,NA,NA,NA
Marcgravia schippii,NA,0.003959192,26,NA,NA,NA,NA,NA
Marcgravia sintenisii,C,0.003393313,34.5,NA,NA,NA,NA,NA
Marcgravia stonei,NA,0.003216991,29,0,0,1,Liana,Liana
Marcgravia tobagensis,NA,0.002463009,88,NA,NA,NA,NA,NA
Marcgravia umbellata,NA,0.017618444,23.5,NA,NA,NA,NA,NA
Markhamia obtusifolia,T,0.011309734,10,NA,NA,NA,NA,NA
Markhamia sessilis,NA,0.011122023,14,NA,NA,NA,NA,NA
Markhamia stipulata,NA,0.010618583,16,NA,NA,NA,NA,NA
Marquesia macroura,NA,0.008992024,8,NA,NA,NA,NA,NA
Mastixia arborea,NA,0.010935884,26,NA,NA,NA,NA,NA
Mastixia cuspidata,NA,0.007542964,29,NA,NA,NA,NA,NA
Mastixia eugenioides,NA,0.004778362,45,NA,NA,NA,NA,NA
Mastixia kaniensis,NA,0.006792909,26,NA,NA,NA,NA,NA
Mastixia macrophylla,NA,0.005152997,39,NA,NA,NA,NA,NA
Mastixia octandra,NA,0.006221139,15,NA,NA,NA,NA,NA
Mastixia pentandra,NA,0.006221139,35,NA,NA,NA,NA,NA
Mastixia rostrata,NA,0.004417865,42,NA,NA,NA,NA,NA
Mastixia tetrandra,NA,0.005410608,41,NA,NA,NA,NA,NA
Mastixia tetrapetala,NA,0.003848451,40,NA,NA,NA,NA,NA
Mastixia trichotoma,NA,0.007853982,35,NA,NA,NA,NA,NA
Maytenus rufa,NA,0.001256637,100,NA,NA,NA,NA,NA
Melanophylla capuronii,NA,0.006082123,23,NA,NA,NA,NA,NA
Melanophylla crenata,NA,0.00664761,27,NA,NA,NA,NA,NA
Melliodendron wangianum,NA,0.00453646,53,NA,NA,NA,NA,NA
Melliodendron xylocarpum,NA,0.003216991,55,NA,NA,NA,NA,NA
Mendoncia gigas,NA,0.031415927,8,0,0,1,Liana,Liana
Mesogyne insignis,NA,0.007088218,17,NA,NA,NA,NA,NA
Mespilus germanica,T,0.00090792,264,NA,NA,NA,NA,NA
Mesua ferrea,NA,0.017671459,5,NA,NA,NA,NA,NA
Meyna pubescens,NA,0.000346361,110,NA,NA,NA,NA,NA
Meyna spinosa,NA,0.002642079,22,NA,NA,NA,NA,NA
Michelia aenea,NA,0.003739281,44,NA,NA,NA,NA,NA
Michelia alba,NA,0.004071504,41,NA,NA,NA,NA,NA
Michelia baillonii,NA,0.008332289,19,NA,NA,NA,NA,NA
Michelia balansae,T,0.002827433,35,NA,NA,NA,NA,NA
Michelia cavaleriei,NA,0.003959192,72,NA,NA,NA,NA,NA
Michelia champaca,NA,0.008011847,18,NA,NA,NA,NA,NA
Michelia chapensis,NA,0.002642079,34,NA,NA,NA,NA,NA
Michelia compressa,T,0.002463009,55,NA,NA,NA,NA,NA
Michelia coriacea,NA,0.002827433,45,NA,NA,NA,NA,NA
Michelia doltsopa,NA,0.001194591,88,NA,NA,NA,NA,NA
Michelia figo,NA,0.001134115,92,NA,NA,NA,NA,NA
Michelia floribunda,NA,0.001520531,30,NA,NA,NA,NA,NA
Michelia foveolata,NA,0.001520531,42,NA,NA,NA,NA,NA
Michelia fulva,NA,0.002123717,31,NA,NA,NA,NA,NA
Michelia hypolampra,NA,0.004417865,20,NA,NA,NA,NA,NA
Michelia lacei,NA,0.009503318,18,NA,NA,NA,NA,NA
Michelia macclurei,T,0.003318307,84,NA,NA,NA,NA,NA
Michelia martinii,T,0.004417865,53,NA,NA,NA,NA,NA
Michelia maudiae,NA,0.001963495,69,NA,NA,NA,NA,NA
Michelia mediocris,NA,0.005026548,27,NA,NA,NA,NA,NA
Michelia odora,NA,0.003848451,49,NA,NA,NA,NA,NA
Michelia shiluensis,NA,0.005026548,40,NA,NA,NA,NA,NA
Michelia velutina,NA,0.009331316,14,NA,NA,NA,NA,NA
Michelia wilsonii,NA,0.002206183,75,NA,NA,NA,NA,NA
Michelia yunnanensis,NA,0.002827433,70,NA,NA,NA,NA,NA
Micrandra inundata,NA,0.007853982,2.6,NA,NA,NA,NA,NA
Microberlinia brazzavillensis,NA,0.033006358,7,NA,NA,NA,NA,NA
Mida salicifolia,NA,0.001256637,60,NA,NA,NA,NA,NA
Mildbraediodendron excelsum,NA,0.023638914,2.5,NA,NA,NA,NA,NA
Milicia excelsa,T,0.035566363,3.5,NA,NA,NA,NA,NA
Milicia regia,NA,0.027759113,4,NA,NA,NA,NA,NA
Millettia laurentii,T,0.055154586,2,NA,NA,NA,NA,NA
Millettia stuhlmannii,NA,0.031415927,2,NA,NA,NA,NA,NA
Minquartia guianensis,T,0.005026548,28,1,0,0,Tree,Arbor
Mischocarpus pentapetalus,NA,0.005541769,15,NA,NA,NA,NA,NA
Mischocarpus sundaicus,NA,0.005541769,15,NA,NA,NA,NA,NA
Monotes africana,NA,0.004185387,21,NA,NA,NA,NA,NA
Monotoca elliptica,S,0.000713927,74,NA,NA,NA,NA,NA
Monotoca tamariscina,NA,0.000283529,378,NA,NA,NA,NA,NA
Moringa peregrina,NA,0.024052819,7,NA,NA,NA,NA,NA
Morus alba,S_T,0.02249616,18,1,0,0,Tree,Arbor
Morus insignis,NA,0.012271846,8,1,0,0,Tree,Arbor
Morus macroura,NA,0.03630503,4,NA,NA,NA,NA,NA
Morus mesozygia,NA,0.024884555,5,NA,NA,NA,NA,NA
Morus nigra,NA,0.016060607,33,NA,NA,NA,NA,NA
Morus rubra,T,0.016512996,15,NA,NA,NA,NA,NA
Myrcianthes pungens,NA,0.000452389,137,1,0,0,Tree,Arbor
Myrica esculenta,T,0.001590431,39,NA,NA,NA,NA,NA
Myrothamnus flabellifolia,NA,0.000153938,128,NA,NA,NA,NA,NA
Myrtus communis,S,0.000615752,110,NA,NA,NA,NA,NA
Myxopyrum nervosum,NA,0.003631681,78,NA,NA,NA,NA,NA
Nauclea diderrichii,NA,0.028352874,5,NA,NA,NA,NA,NA
Naucleopsis amara,T,0.017671459,15,1,0,0,Tree,Arbor
Naucleopsis concinna,NA,0.005674502,33,1,0,0,Tree,Arbor
Nectandra lanceolata,NA,0.007088218,14,1,0,0,Tree,Arbor
Nectandra megapotamica,T,0.012271846,10,1,0,0,Tree,Arbor
Nectaropetalum zuluense,NA,0.001661903,83,NA,NA,NA,NA,NA
Needhamiella pumilio,NA,7.85E-05,268,NA,NA,NA,NA,NA
Neomacfadya podopogon,NA,0.00664761,90,NA,NA,NA,NA,NA
Neomyrtus pedunculata,S,0.000530929,208,NA,NA,NA,NA,NA
Nephelium lappaceum,NA,0.013069811,10,NA,NA,NA,NA,NA
Nerium oleander,S_T,0.002375829,45,1,1,0,2,Arbor
Nesogordonia papaverifera,T,0.005026548,24,NA,NA,NA,NA,NA
Nestegis apetala,S_T,0.002642079,33,NA,NA,NA,NA,NA
Nestegis cunninghamii,NA,0.001590431,40,NA,NA,NA,NA,NA
Nestegis lanceolata,NA,0.001385442,41,NA,NA,NA,NA,NA
Nestegis montana,NA,0.001194591,44,NA,NA,NA,NA,NA
Newbouldia laevis,T,0.00319068,12,NA,NA,NA,NA,NA
Nicotiana glauca,NA,0.002827433,60,1,1,0,2,Arbor
Nitraria retusa,NA,0.002375829,80,NA,NA,NA,NA,NA
Noaea mucronata,NA,0.000415476,180,NA,NA,NA,NA,NA
Norantea adamantium,NA,0.012076282,8,NA,NA,NA,NA,NA
Norantea costaricensis,NA,0.007542964,14,NA,NA,NA,NA,NA
Norantea diaz-piedrahitae,NA,0.043005262,5,NA,NA,NA,NA,NA
Norantea goyasensis,NA,0.041547563,4,1,1,1,3,0
Norantea guianensis,C,0.017044711,9.3,0,1,1,2,0
Norantea mixta,NA,0.021903969,4,NA,NA,NA,NA,NA
Norantea spiciflora,NA,0.003959192,19,NA,NA,NA,NA,NA
Norantea subsessilis,NA,0.002642079,27,NA,NA,NA,NA,NA
Norantea tepuiensis,NA,0.039970876,5.5,NA,NA,NA,NA,NA
Nothofagus dombeyi,S_T,0.001963495,85,NA,NA,NA,NA,NA
Nothofagus fusca,T,0.002206183,116,NA,NA,NA,NA,NA
Nothofagus menziesii,T,0.002463009,116,NA,NA,NA,NA,NA
Nothofagus solandri,T,0.001707848,156.5,NA,NA,NA,NA,NA
Nothofagus truncata,T,0.002642079,106,NA,NA,NA,NA,NA
Nuxia verticillata,NA,0.000706858,62,NA,NA,NA,NA,NA
Nyctanthes arbor-tristis,T,0.002375829,50,NA,NA,NA,NA,NA
Nyssa aquatica,T,0.001885741,90,NA,NA,NA,NA,NA
Nyssa biflora,NA,0.001885741,75,NA,NA,NA,NA,NA
Nyssa javanica,NA,0.006792909,17,NA,NA,NA,NA,NA
Nyssa ogeche,NA,0.002733971,63,NA,NA,NA,NA,NA
Nyssa sinensis,NA,0.002922467,73,NA,NA,NA,NA,NA
Nyssa sylvatica,S_T,0.002042821,111,1,0,0,Tree,Arbor
Nyssa ursina,NA,0.001520531,96,NA,NA,NA,NA,NA
Ochanostachys amentacea,NA,0.007542964,25,NA,NA,NA,NA,NA
Ochna mauritiana,NA,0.000754768,91,NA,NA,NA,NA,NA
Ochradenus baccatus,NA,0.005674502,55,NA,NA,NA,NA,NA
Ochroma lagopus,T,0.03630503,2,1,0,0,Tree,Arbor
Ocotea puberula,T,0.011309734,27,1,0,0,Tree,Arbor
Ocotea rubra,T,0.020106193,7,1,0,0,Tree,Arbor
Octoknema borealis,T,0.004417865,35,NA,NA,NA,NA,NA
Octomeles moluccana,NA,0.031415927,4,NA,NA,NA,NA,NA
Oemleria cerasiformis,S,0.001017876,130,NA,NA,NA,NA,NA
Okoubaka aubrevillei,NA,0.017671459,4,NA,NA,NA,NA,NA
Olea brachiata,NA,0.002827433,40,NA,NA,NA,NA,NA
Olea capensis,T,0.003318307,63,NA,NA,NA,NA,NA
Olea dioica,NA,0.001256637,105,NA,NA,NA,NA,NA
Olea europaea,S_T,0.001739657,102.5,1,0,0,Tree,Arbor
Olea glandulifera,NA,0.002827433,35,NA,NA,NA,NA,NA
Olea hainanensis,NA,0.003848451,30,NA,NA,NA,NA,NA
Olea lancea,NA,0.003318307,63,NA,NA,NA,NA,NA
Olea yuennanensis,NA,0.001963495,86,NA,NA,NA,NA,NA
Oligarrhena micrantha,NA,0.000153938,267,NA,NA,NA,NA,NA
Oplonia vincoides,NA,0.000598866,250,NA,NA,NA,NA,NA
Osmanthus choripetalus,NA,0.001590431,65,NA,NA,NA,NA,NA
Osmanthus didymopetalus,NA,0.001256637,60,NA,NA,NA,NA,NA
Osmanthus fragrans,S_T,0.000572555,127,NA,NA,NA,NA,NA
Osmanthus marginatus,T,0.00107521,115,NA,NA,NA,NA,NA
Osmanthus matsumuranus,NA,0.002375829,130,NA,NA,NA,NA,NA
Osmanthus yunnanensis,NA,0.000962113,60,NA,NA,NA,NA,NA
Osteomeles anthyllidifolia,NA,0.000804248,192,NA,NA,NA,NA,NA
Oxydendrum arboreum,S_T,0.001233075,151.3,NA,NA,NA,NA,NA
Pachystigma pygmaeum,NA,0.001134115,210,NA,NA,NA,NA,NA
Pachystigma solitariiflorum,NA,0.001320254,188,NA,NA,NA,NA,NA
Padus avium,T,0.001320778,175.7,NA,NA,NA,NA,NA
Padus grayana,NA,0.002508954,122,NA,NA,NA,NA,NA
Padus obtusata,NA,0.002551759,73,NA,NA,NA,NA,NA
Padus wilsonii,NA,0.004417865,45.5,NA,NA,NA,NA,NA
Pajanelia longifolia,NA,0.020106193,4,NA,NA,NA,NA,NA
Paliurus spina-christi,NA,0.002552544,42,NA,NA,NA,NA,NA
Parkia biglobosa,NA,0.018385386,5,NA,NA,NA,NA,NA
Patagonula americana,T,0.004133158,43,1,0,0,Tree,Arbor
Paulownia tomentosa,S_T,0.033438327,12,NA,NA,NA,NA,NA
Payena acuminata,NA,0.016512996,10,NA,NA,NA,NA,NA
Pelargonium abrotanifolium,NA,0.000452389,326,NA,NA,NA,NA,NA
Pelargonium citronellum,NA,0.000855299,71,NA,NA,NA,NA,NA
Pelargonium cucullatum,NA,0.001452201,70,NA,NA,NA,NA,NA
Pelargonium glutinosum,NA,0.000754768,122,NA,NA,NA,NA,NA
Pelargonium grandiflorum,NA,0.001134115,82,NA,NA,NA,NA,NA
Pelargonium graveolens,NA,0.001256637,94,NA,NA,NA,NA,NA
Pelargonium greytonense,NA,0.000855299,107,NA,NA,NA,NA,NA
Pelargonium hispidum,NA,0.001661903,69,NA,NA,NA,NA,NA
Pelargonium papilionaceum,NA,0.001963495,54,NA,NA,NA,NA,NA
Pelargonium scabrum,NA,0.00090792,92,NA,NA,NA,NA,NA
Pelargonium vitifolium,NA,0.002290221,48,NA,NA,NA,NA,NA
Pelargonium zonale,NA,0.00107521,97,NA,NA,NA,NA,NA
Pelliciera rhizophorae,NA,0.002869583,30,1,0,0,Tree,Arbor
Peltophorum vogelianum,NA,0.020106193,4,1,0,0,Tree,Arbor
Pemphis acidula,S_T,0.003318307,23,NA,NA,NA,NA,NA
Pennantia corymbosa,T,0.001194591,106,NA,NA,NA,NA,NA
Pentamerista neotropica,NA,0.00731402,15.5,NA,NA,NA,NA,NA
Pentaphylax arborea,NA,0.001134115,30,NA,NA,NA,NA,NA
Pera glabrata,T,0.017671459,7,1,0,0,Tree,Arbor
Peraphyllum ramosissimum,NA,0.000314159,460,NA,NA,NA,NA,NA
Peraxilla colensoi,NA,0.001134115,83,NA,NA,NA,NA,NA
Peraxilla tetrasepala,NA,0.001194591,95,NA,NA,NA,NA,NA
Perebea guianensis,T,0.012867964,10,1,1,0,2,Arbor
Pericopsis elata,NA,0.009503318,16,NA,NA,NA,NA,NA
Periploca aphylla,NA,0.001809557,20,NA,NA,NA,NA,NA
Persoonia toru,NA,0.001661903,43,NA,NA,NA,NA,NA
Petiveria alliacea,NA,0.000254469,157,0,1,0,Shrub,Arbor
Petrophytum caespitosum,NA,0.000314159,134,NA,NA,NA,NA,NA
Phillyrea latifolia,S,0.000435994,160,NA,NA,NA,NA,NA
Phlomis fruticosa,S,0.006939778,27,NA,NA,NA,NA,NA
Photinia arbutifolia,S,0.000886027,157,NA,NA,NA,NA,NA
Photinia beauverdiana,NA,0.001520531,120,NA,NA,NA,NA,NA
Photinia benthamiana,NA,0.001734945,104,NA,NA,NA,NA,NA
Photinia davidiana,T,0.000380133,419,NA,NA,NA,NA,NA
Photinia davidsoniae,NA,0.000829773,174,NA,NA,NA,NA,NA
Photinia glabra,T,0.00066052,184,NA,NA,NA,NA,NA
Photinia prunifolia,T,0.000706858,161,NA,NA,NA,NA,NA
Photinia schneideriana,NA,0.001590431,100,NA,NA,NA,NA,NA
Photinia serrulata,NA,0.000572555,203,1,1,0,2,Arbor
Photinia villosa,NA,0.001354419,135,NA,NA,NA,NA,NA
Phryganocydia corymbosa,C,0.013892908,29,0,0,1,Liana,Liana
Phyllarthron ilicifolium,NA,0.003337942,28,NA,NA,NA,NA,NA
Phyllostylon brasiliense,T,0.001590431,100,NA,NA,NA,NA,NA
Physocarpus capitatus,S,0.001134115,166,NA,NA,NA,NA,NA
Pieris formosa,NA,0.000673086,96,NA,NA,NA,NA,NA
Pieris japonica,S,0.000240725,321,NA,NA,NA,NA,NA
Pinacopodium congolense,NA,0.004656626,23,NA,NA,NA,NA,NA
Piptadenia excelsa,NA,0.008060149,18,1,0,0,Tree,Arbor
Piptadenia macrocarpa,NA,0.006361725,20,NA,NA,NA,NA,NA
Piptadenia paraguayensis,NA,0.00453646,21,NA,NA,NA,NA,NA
Piptadenia rigida,NA,0.014405511,17.8,1,0,0,Tree,Arbor
Piptadeniastrum africanum,T,0.051090151,3,NA,NA,NA,NA,NA
Pistacia atlantica,NA,0.005410608,100,NA,NA,NA,NA,NA
Pistacia lentiscus,S,0.003374071,176,NA,NA,NA,NA,NA
Pithecellobium saman,T,0.025164943,5,1,0,0,Tree,Arbor
Pithecoctenium crucigerum,C,0.011499015,62,0,0,1,Liana,Liana
Pithecoctenium dolichoides,NA,0.016060607,21,0,0,1,Liana,Liana
Pittosporum ferrugineum,NA,0.00430084,41,NA,NA,NA,NA,NA
Pittosporum pullifolium,T,0.002827433,39,NA,NA,NA,NA,NA
Pittosporum ramiflorum,NA,0.004417865,33,NA,NA,NA,NA,NA
Placospermum coriaceum,NA,0.010386891,10,NA,NA,NA,NA,NA
Plagianthus sidoides,NA,0.017671459,20,NA,NA,NA,NA,NA
Platanus kerrii,NA,0.006939778,43,NA,NA,NA,NA,NA
Platanus orientalis,T,0.002827433,160,NA,NA,NA,NA,NA
Platymiscium pinnatum,T,0.011309734,8,1,0,0,Tree,Arbor
Platytheca juniperina,NA,0.000415476,267,NA,NA,NA,NA,NA
Platytheca verticillata,NA,0.000490874,425,NA,NA,NA,NA,NA
Pluchea dioscoridis,NA,0.002206183,60,NA,NA,NA,NA,NA
Polylepis australis,T,0.000490874,159,1,0,0,Tree,Arbor
Polylepis incana,NA,0.002827433,98,1,1,0,2,Arbor
Polylepis pallidistigma,NA,0.001590431,93,NA,NA,NA,NA,NA
Pometia pinnata,T,0.028485606,3.5,NA,NA,NA,NA,NA
Pometia tomentosa,T,0.024605739,3,NA,NA,NA,NA,NA
Populus euphratica,T,0.002375829,105,NA,NA,NA,NA,NA
Potamoganos microcalyx,NA,0.019359279,21,NA,NA,NA,NA,NA
Pouteria alnifolia,NA,0.005026548,33,NA,NA,NA,NA,NA
Prinsepia sinensis,NA,0.000490874,313,NA,NA,NA,NA,NA
Prinsepia utilis,NA,0.000706858,148,NA,NA,NA,NA,NA
Prionostemma aspera,C,0.024052819,10,0,0,1,Liana,Liana
Prionotes cerinthoides,NA,0.000188888,366.5,NA,NA,NA,NA,NA
Prosopis africana,T,0.0254469,6,NA,NA,NA,NA,NA
Prosopis farcta,NA,0.005026548,32,NA,NA,NA,NA,NA
Prosopis flexuosa,T,0.013273229,30,1,0,0,Tree,Arbor
Prunus africana,NA,0.010935884,21,NA,NA,NA,NA,NA
Prunus annularis,T,0.007853982,14,1,0,0,Tree,Arbor
Prunus arborea,NA,0.024052819,10,NA,NA,NA,NA,NA
Prunus avium,T,0.001989937,190,NA,NA,NA,NA,NA
Prunus brachypoda,NA,0.001130973,90,NA,NA,NA,NA,NA
Prunus buergeriana,NA,0.001555481,133,NA,NA,NA,NA,NA
Prunus campanulata,NA,0.002290221,90,NA,NA,NA,NA,NA
Prunus cerasifera,NA,0.000855299,288,1,0,0,Tree,Arbor
Prunus cerasoides,NA,0.002464579,85.3,NA,NA,NA,NA,NA
Prunus ceylanica,NA,0.017671459,15,NA,NA,NA,NA,NA
Prunus clarofolia,NA,0.001885741,115,NA,NA,NA,NA,NA
Prunus communis,NA,0.003848451,200,NA,NA,NA,NA,NA
Prunus conradinae,NA,0.003318307,56,NA,NA,NA,NA,NA
Prunus cornuta,NA,0.002642079,70,NA,NA,NA,NA,NA
Prunus davidiana,S,0.000706858,144,NA,NA,NA,NA,NA
Prunus domestica,NA,0.001134115,150,0,1,0,Shrub,Arbor
Prunus grisea,NA,0.012271846,12,NA,NA,NA,NA,NA
Prunus holosericea,NA,0.000706858,288,NA,NA,NA,NA,NA
Prunus insititia,NA,0.001134115,166,NA,NA,NA,NA,NA
Prunus javanica,NA,0.012271846,9,NA,NA,NA,NA,NA
Prunus korshinskyi,NA,0.002375829,110,NA,NA,NA,NA,NA
Prunus latifolia,NA,0.010386891,13,NA,NA,NA,NA,NA
Prunus laurocerasus,S,0.001320254,120,NA,NA,NA,NA,NA
Prunus lusitanica,T,0.001134115,107,NA,NA,NA,NA,NA
Prunus lyonii,NA,0.001590431,92,NA,NA,NA,NA,NA
Prunus maackii,NA,0.001359132,120,NA,NA,NA,NA,NA
Prunus mahaleb,T,0.001590431,150,NA,NA,NA,NA,NA
Prunus martabanica,NA,0.012271846,17,NA,NA,NA,NA,NA
Prunus napaulensis,NA,0.005410608,37,NA,NA,NA,NA,NA
Prunus parvifolia,NA,0.013273229,15,NA,NA,NA,NA,NA
Prunus persica,T,0.001017876,174,1,0,0,Tree,Arbor
Prunus perulata,NA,0.002375829,79,NA,NA,NA,NA,NA
Prunus phaeosticta,S,0.001661903,114,NA,NA,NA,NA,NA
Prunus pissardi,NA,0.001017876,120,NA,NA,NA,NA,NA
Prunus polystachya,NA,0.024052819,6,NA,NA,NA,NA,NA
Prunus prostrata,NA,0.000615752,200,NA,NA,NA,NA,NA
Prunus pseudocerasus,NA,0.001590431,113,NA,NA,NA,NA,NA
Prunus pullei,S,0.004417865,17,NA,NA,NA,NA,NA
Prunus ramburei,NA,0.001134115,170,NA,NA,NA,NA,NA
Prunus rufa,NA,0.002290221,93,NA,NA,NA,NA,NA
Prunus salicina,NA,0.001164353,129.5,1,0,0,Tree,Arbor
Prunus sargentii,T,0.001963495,103,NA,NA,NA,NA,NA
Prunus schlechteri,NA,0.020106193,10,NA,NA,NA,NA,NA
Prunus serotina,T,0.002290221,92,1,0,0,Tree,Arbor
Prunus spinosa,S,0.001075995,135.5,NA,NA,NA,NA,NA
Prunus spinulosa,S,0.001734945,138,NA,NA,NA,NA,NA
Prunus ssiori,T,0.001809557,93,NA,NA,NA,NA,NA
Prunus tomentosa,NA,0.000805033,210,NA,NA,NA,NA,NA
Prunus topengii,NA,0.009852035,9,NA,NA,NA,NA,NA
Prunus triloba,NA,0.000754768,465,NA,NA,NA,NA,NA
Prunus undulata,NA,0.003216991,32,NA,NA,NA,NA,NA
Prunus ursina,NA,0.000962113,152.5,NA,NA,NA,NA,NA
Prunus ussuriensis,NA,0.000962898,215,NA,NA,NA,NA,NA
Prunus virginiana,S,0.001885741,112,NA,NA,NA,NA,NA
Prunus yedoensis,NA,0.000962113,115,NA,NA,NA,NA,NA
Prunus zippeliana,NA,0.003848451,44,NA,NA,NA,NA,NA
Pseudolmedia laevigata,T,0.010935884,17,1,1,0,2,Arbor
Pseudosindora palustris,NA,0.040470782,2,NA,NA,NA,NA,NA
Psydrax horizontalis,NA,0.001256637,147,NA,NA,NA,NA,NA
Psydrax subcordata,NA,0.010751315,28,NA,NA,NA,NA,NA
Pteleocarpa lamponga,NA,0.008659015,16,NA,NA,NA,NA,NA
Pterocarpus angolensis,T,0.041547563,2,NA,NA,NA,NA,NA
Pterocarpus indicus,NA,0.0254469,3,1,0,0,Tree,Arbor
Pterocarpus officinalis,T,0.0254469,6,1,0,0,Tree,Arbor
Pterocarpus santalinus,NA,0.041547563,2,NA,NA,NA,NA,NA
Pterocarpus soyauxii,T,0.041547563,2,NA,NA,NA,NA,NA
Pteroceltis tatarinowii,T,0.006920143,21,NA,NA,NA,NA,NA
Pterostyrax corymbosum,NA,0.003216991,63,NA,NA,NA,NA,NA
Pterostyrax hispidus,T,0.002463009,105,NA,NA,NA,NA,NA
Punica granatum,NA,0.002043606,47.5,0,1,0,Shrub,Arbor
Punica protopunica,NA,0.002123717,65,NA,NA,NA,NA,NA
Putranjiva roxburghii,NA,0.001734945,23,NA,NA,NA,NA,NA
Pycnanthus angolensis,T,0.038013271,3,NA,NA,NA,NA,NA
Pygmaeothamnus zeyheri,NA,0.001125476,119,NA,NA,NA,NA,NA
Pyracantha crenulata,NA,0.00066052,250,NA,NA,NA,NA,NA
Pyracantha fortuneana,S,0.000804248,224,NA,NA,NA,NA,NA
Pyrenaria championii,NA,0.001452201,165,NA,NA,NA,NA,NA
Pyrenaria menglaensis,NA,0.003318307,49,NA,NA,NA,NA,NA
Pyrenaria microcarpa,NA,0.001256637,240,NA,NA,NA,NA,NA
Pyrenaria multisepala,NA,0.002375829,91,NA,NA,NA,NA,NA
Pyrostegia venusta,NA,0.003019071,85,0,0,1,Liana,Liana
Pyrostria affinis,NA,0.001661903,57,NA,NA,NA,NA,NA
Pyrostria madagascariensis,NA,0.002206183,68,NA,NA,NA,NA,NA
Pyrus amygdaliformis,T,0.000962113,235,NA,NA,NA,NA,NA
Pyrus aria,NA,0.000962113,192,NA,NA,NA,NA,NA
Pyrus aucuparia,T,0.001520531,337,NA,NA,NA,NA,NA
Pyrus betulifolia,S,0.000572555,340,NA,NA,NA,NA,NA
Pyrus calleryana,T,0.000804248,234,NA,NA,NA,NA,NA
Pyrus communis,S_T,0.001810081,183.7,1,1,0,2,Arbor
Pyrus japonica,NA,0.000706858,160,NA,NA,NA,NA,NA
Pyrus malus,NA,0.001256637,152.5,NA,NA,NA,NA,NA
Pyrus pashia,NA,0.000943263,175.7,NA,NA,NA,NA,NA
Pyrus pyrifolia,S,0.001154797,191,NA,NA,NA,NA,NA
Pyrus serrulata,NA,0.001104663,174,NA,NA,NA,NA,NA
Pyrus sinensis,NA,0.001385442,193,NA,NA,NA,NA,NA
Pyrus syriaca,NA,0.000735525,230,NA,NA,NA,NA,NA
Pyrus ussuriensis,NA,0.000754768,272,NA,NA,NA,NA,NA
Pyrus xerophila,NA,0.000962113,188,NA,NA,NA,NA,NA
Quercus boissieri,NA,0.010386891,40,NA,NA,NA,NA,NA
Quercus calliprinos,S,0.004778362,15,NA,NA,NA,NA,NA
Quercus coccifera,S,0.000397608,80,NA,NA,NA,NA,NA
Quercus faginea,S,0.004071504,116,NA,NA,NA,NA,NA
Quercus glauca,T,0.012867964,4,NA,NA,NA,NA,NA
Quercus ilex,S,0.000834486,85,NA,NA,NA,NA,NA
Quercus ithaburensis,NA,0.012271846,8,NA,NA,NA,NA,NA
Quercus lamellosa,NA,0.014957123,4,NA,NA,NA,NA,NA
Quercus lanata,NA,0.010028749,7,NA,NA,NA,NA,NA
Quercus leucotrichophora,S_T,0.012867964,7,NA,NA,NA,NA,NA
Quercus oxyodon,NA,0.010935884,7,NA,NA,NA,NA,NA
Quercus semecarpifolia,T,0.023506182,5,NA,NA,NA,NA,NA
Quillaja brasiliensis,NA,0.003019071,40,1,0,0,Tree,Arbor
Quintinia acutifolia,T,0.001116279,107,NA,NA,NA,NA,NA
Quintinia serrata,NA,0.00082448,96,NA,NA,NA,NA,NA
Radermachera gigantea,NA,0.009110619,12,NA,NA,NA,NA,NA
Radermachera glandulosa,NA,0.006585171,19.5,NA,NA,NA,NA,NA
Radermachera sinica,T,0.002733971,11,NA,NA,NA,NA,NA
Reaumuria hirtella,NA,0.001256637,180,NA,NA,NA,NA,NA
Rehderodendron tsiangii,NA,0.002642079,96,NA,NA,NA,NA,NA
Reissantia indica,NA,0.021382465,18,NA,NA,NA,NA,NA
Retama raetam,NA,0.002642079,100,NA,NA,NA,NA,NA
Reynosia camagueyensis,NA,0.001734945,82,NA,NA,NA,NA,NA
Reynosia domingensis,NA,0.002827433,80,NA,NA,NA,NA,NA
Reynosia mucronata,NA,0.002206183,76,NA,NA,NA,NA,NA
Reynosia septentrionalis,NA,0.002123717,61,NA,NA,NA,NA,NA
Rhabdodendron amazonicum,NA,0.004417865,2,1,0,0,Tree,Arbor
Rhabdodendron macrophyllum,NA,0.000804248,225,NA,NA,NA,NA,NA
